,ZONA_O,NOME_O,CO_O_X,CO_O_Y,CO_DOM_X,CO_DOM_Y,DATA,DIASEMANA,HORA_SAIDA,ZONA_D,NOME_D,CO_D_X,CO_D_Y,HORA_CHEG,DURACAO,IDADE,SEXO,TIPVG,MODOPRIN,MODO1,MODO2,MODO3,MODO4,FE_VIA,MOTIVO_O,MOTIVO_D,CO_T1_X,CO_T1_Y,CO_T2_X,CO_T2_Y,CO_T3_X,CO_T3_Y,CO_TR1_X,CO_TR1_Y,CO_TR2_X,CO_TR2_Y,PE_BICI,VIA_BICI,TP_ESTBICI,QT_BICICLE,QT_AUTO,QT_MOTO,CRITERIOBR,RENDA_FA
22433,81,Jardim Europa,-23.578143114156145,-46.69414981418398,-23.62499860135903,-46.68765633950881,16/05/2018,2,13:00:00,56,Rodrigues Alves,-23.581988759758,-46.64553479509267,13:30:00,1800,53,1,4,15,15,0,0,0,255.599233,3,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.62499860135903,-46.68765633950881,0.0,0.0,7,1,1,2,1,0,2,7623.57
22441,81,Jardim Europa,-23.582314136382635,-46.691744189914935,-23.566083725450238,-46.65684734970998,3/10/2018,2,19:00:00,74,Campinas,-23.566083725450238,-46.65684734970998,19:35:00,2100,30,1,4,15,15,0,0,0,142.229365,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.582314136382635,-46.691744189914935,0.0,0.0,4,1,6,0,0,0,2,7623.57
22546,81,Jardim Europa,-23.568663051610702,-46.68153763657854,-23.568663051610702,-46.68153763657854,16/06/2018,5,09:00:00,68,Chácara Itaim,-23.584389993446408,-46.6743407408099,09:20:00,1200,29,2,4,15,15,0,0,0,66.772724,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.584389993446408,-46.6743407408099,0.0,0.0,7,1,3,2,3,1,1,32761.19
22550,81,Jardim Europa,-23.56770982494689,-46.68200552359282,-23.56770982494689,-46.68200552359282,16/06/2018,5,08:30:00,81,Jardim Europa,-23.574205507232026,-46.6883876903317,08:35:00,300,50,1,4,15,15,0,0,0,80.805428,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.574205507232026,-46.6883876903317,0.0,0.0,7,1,3,2,2,0,1,18087.93
22551,81,Jardim Europa,-23.574205507232026,-46.6883876903317,-23.56770982494689,-46.68200552359282,16/06/2018,5,12:30:00,81,Jardim Europa,-23.56770982494689,-46.68200552359282,12:35:00,300,50,1,4,15,15,0,0,0,80.805428,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.574205507232026,-46.6883876903317,0.0,0.0,7,1,3,2,2,0,1,18087.93
22552,81,Jardim Europa,-23.56770982494689,-46.68200552359282,-23.56770982494689,-46.68200552359282,16/06/2018,5,13:30:00,81,Jardim Europa,-23.574205507232026,-46.6883876903317,13:35:00,300,50,1,4,15,15,0,0,0,80.805428,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.574205507232026,-46.6883876903317,0.0,0.0,7,1,3,2,2,0,1,18087.93
22553,81,Jardim Europa,-23.574205507232026,-46.6883876903317,-23.56770982494689,-46.68200552359282,16/06/2018,5,19:00:00,81,Jardim Europa,-23.56770982494689,-46.68200552359282,19:05:00,300,50,1,4,15,15,0,0,0,80.805428,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.574205507232026,-46.6883876903317,0.0,0.0,7,1,3,2,2,0,1,18087.93
22563,81,Jardim Europa,-23.572156524744994,-46.68498160589733,-23.572156524744994,-46.68498160589733,16/06/2018,5,07:45:00,68,Chácara Itaim,-23.58469045114446,-46.67746022895517,08:00:00,900,35,1,4,15,15,0,0,0,80.805428,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.58469045114446,-46.67746022895517,0.0,0.0,1,1,3,2,3,0,1,9461.63
22609,81,Jardim Europa,-23.56657165248841,-46.67869944962994,-23.56657165248841,-46.67869944962994,11/09/2018,1,09:00:00,68,Chácara Itaim,-23.585313270951836,-46.68416001121491,09:20:00,1200,70,1,4,15,15,0,0,0,63.084562,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.585313270951836,-46.68416001121491,0.0,0.0,7,1,3,3,2,0,1,26396.85
22610,81,Jardim Europa,-23.56657165248841,-46.67869944962994,-23.56657165248841,-46.67869944962994,11/09/2018,1,10:00:00,68,Chácara Itaim,-23.585313270951836,-46.68416001121491,10:20:00,1200,69,2,4,15,15,0,0,0,63.084562,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.585313270951836,-46.68416001121491,0.0,0.0,1,2,3,3,2,0,1,26396.85
22612,81,Jardim Europa,-23.57422505501699,-46.68825078372503,-23.57422505501699,-46.68825078372503,12/10/2018,4,08:00:00,83,Vila Madalena,-23.55223214349798,-46.69448353950036,08:15:00,900,39,1,4,15,15,0,0,0,80.805428,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.55223214349798,-46.69448353950036,0.0,0.0,1,1,3,3,1,0,1,13082.1
22622,81,Jardim Europa,-23.570985995556843,-46.680499381248815,-23.570985995556843,-46.680499381248815,2/10/2018,1,16:00:00,68,Chácara Itaim,-23.584096647264662,-46.67976492956663,16:15:00,900,34,1,4,15,15,0,0,0,80.805428,8,5,0.0,0.0,0.0,0.0,0.0,0.0,-23.570985995556843,-46.680499381248815,0.0,0.0,1,1,1,0,1,0,1,8046.56
22623,81,Jardim Europa,-23.5779538995351,-46.685809991487844,-23.5779538995351,-46.685809991487844,14/10/2018,6,13:00:00,81,Jardim Europa,-23.574912205220315,-46.68817139911065,13:05:00,300,40,1,4,15,15,0,0,0,80.805428,8,6,0.0,0.0,0.0,0.0,0.0,0.0,-23.5779538995351,-46.685809991487844,0.0,0.0,8,1,3,1,0,0,3,7000.0
22624,81,Jardim Europa,-23.574912205220315,-46.68817139911065,-23.5779538995351,-46.685809991487844,14/10/2018,6,14:00:00,81,Jardim Europa,-23.5779538995351,-46.685809991487844,14:05:00,300,40,1,4,15,15,0,0,0,80.805428,6,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.5779538995351,-46.685809991487844,0.0,0.0,8,1,3,1,0,0,3,7000.0
22702,81,Jardim Europa,-23.57995644027645,-46.69182173627594,-23.57995644027645,-46.69182173627594,29/09/2018,5,10:30:00,81,Jardim Europa,-23.572993065701297,-46.689440036042065,10:50:00,1200,58,1,4,15,15,0,0,0,80.805428,8,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.57995644027645,-46.69182173627594,0.0,0.0,1,1,4,1,2,0,1,18000.0
22703,81,Jardim Europa,-23.572993065701297,-46.689440036042065,-23.57995644027645,-46.69182173627594,29/09/2018,5,11:00:00,81,Jardim Europa,-23.57995644027645,-46.69182173627594,11:15:00,900,58,1,4,15,15,0,0,0,80.805428,10,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.57995644027645,-46.69182173627594,0.0,0.0,1,1,3,1,2,0,1,18000.0
22810,81,Jardim Europa,-23.576402193485247,-46.687338110057894,-23.561122507916124,-46.6957045017214,23/06/2018,5,13:15:00,82,Pinheiros,-23.561122507916124,-46.6957045017214,13:30:00,900,58,1,4,15,15,0,0,0,44.560066,5,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.492348273547083,-46.7560935228085,0.0,0.0,7,1,3,1,1,0,3,4209.08
22824,81,Jardim Europa,-23.580122204785205,-46.683211997387964,-23.562282898522906,-46.69528837484755,2/08/2018,3,18:10:00,82,Pinheiros,-23.562282898522906,-46.69528837484755,18:35:00,1500,33,1,4,15,15,0,0,0,44.560066,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.580122204785205,-46.683211997387964,0.0,0.0,7,1,3,1,0,0,4,3213.13
22878,81,Jardim Europa,-23.571162848677435,-46.69000441605734,-23.5420154061609,-46.71623337700641,18/11/2017,5,19:30:00,97,Boaçava,-23.5420154061609,-46.71623337700641,19:50:00,1200,41,1,4,15,15,0,0,0,50.574951,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.571162848677435,-46.69000441605734,0.0,0.0,8,2,3,3,1,0,1,18087.93
23117,81,Jardim Europa,-23.574693064905787,-46.68839392616994,-23.56089069266213,-46.7110908202503,27/06/2018,2,18:30:00,340,Butantã,-23.56089069266213,-46.7110908202503,18:50:00,1200,57,1,4,15,15,0,0,0,53.178093000000004,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.537994201440526,-46.701695649844076,0.0,0.0,1,1,3,3,4,8,1,29407.35
23119,81,Jardim Europa,-23.576402193485247,-46.687338110057894,-23.57167942997931,-46.7104664777554,26/08/2018,6,20:30:00,340,Butantã,-23.57167942997931,-46.7104664777554,20:40:00,600,30,1,4,15,15,0,0,0,53.178093000000004,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.576402193485247,-46.687338110057894,0.0,0.0,1,1,3,2,1,0,2,6000.0
23243,77,Clínicas,-23.554440561459774,-46.67736004278067,-23.526886804370097,-46.65058774760236,21/03/2018,2,20:00:00,37,Rudge,-23.526886804370097,-46.65058774760236,20:45:00,2700,41,1,4,15,15,0,0,0,26.433025,7,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.52114283037515,-46.658301599939556,0.0,0.0,7,1,3,3,2,0,2,7222.81
23244,77,Clínicas,-23.554440561459774,-46.67736004278067,-23.526886804370097,-46.65058774760236,21/03/2018,2,20:00:00,37,Rudge,-23.526886804370097,-46.65058774760236,20:45:00,2700,12,1,4,15,15,0,0,0,18.075956,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,3,3,2,0,2,7222.81
23262,77,Clínicas,-23.55726976579374,-46.67375196502554,-23.57992719520842,-46.64237389754346,6/03/2018,1,14:30:00,56,Rodrigues Alves,-23.57992719520842,-46.64237389754346,14:50:00,1200,30,1,4,15,15,0,0,0,214.67038300000002,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.57992719520842,-46.64237389754346,0.0,0.0,7,1,3,1,0,0,3,7000.0
23403,77,Clínicas,-23.554691035879067,-46.674228664433514,-23.554691035879067,-46.674228664433514,10/10/2018,2,06:30:00,31,Vila Buarque,-23.544626755156393,-46.6493105536955,07:00:00,1800,25,2,4,15,15,0,0,0,55.713460999999995,8,4,0.0,0.0,0.0,0.0,0.0,0.0,-23.561712796092785,-46.65772314665831,0.0,0.0,1,1,6,0,1,0,1,8046.56
23553,77,Clínicas,-23.55929469055668,-46.67690249139019,-23.53946707707664,-46.690010421276014,25/02/2018,6,19:00:00,87,Sumaré,-23.53946707707664,-46.690010421276014,19:17:00,1020,37,1,4,15,15,0,0,0,206.24354,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.539422464644094,-46.68996087952981,-23.55929469055668,-46.67690249139019,2,1,3,1,1,0,2,6843.13
23585,77,Clínicas,-23.556422281332267,-46.68032388403144,-23.541420125858345,-46.699722088941286,15/09/2018,5,17:40:00,95,Vila Beatriz,-23.541420125858345,-46.699722088941286,18:00:00,1200,50,1,4,15,15,0,0,0,147.971793,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.541420125858345,-46.699722088941286,-23.556422281332267,-46.68032388403144,1,1,3,2,1,0,1,25009.22
23888,28,São Carlos do Pinhal,-23.562365525013828,-46.64899318227647,-23.562365525013828,-46.64899318227647,22/09/2018,5,12:35:00,36,Marechal Deodoro,-23.53254890208089,-46.659913648814864,13:00:00,1500,58,1,4,15,15,0,0,0,88.511688,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.53254890208089,-46.659913648814864,0.0,0.0,6,1,3,1,0,0,6,2500.0
23991,28,São Carlos do Pinhal,-23.563842858158193,-46.64933490293672,-23.563842858158193,-46.64933490293672,24/08/2018,4,10:30:00,36,Marechal Deodoro,-23.529846055115737,-46.65084012965678,11:05:00,2100,42,2,4,15,15,0,0,0,55.087274,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.529846055115737,-46.65084012965678,0.0,0.0,8,1,3,1,0,1,2,6142.58
24061,28,São Carlos do Pinhal,-23.563675141020028,-46.653221917224315,-23.58910410937202,-46.621539582186216,11/05/2018,4,17:00:00,51,Chácara Klabin,-23.58910410937202,-46.621539582186216,17:25:00,1500,51,1,4,15,15,0,0,0,125.88945,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.563675141020028,-46.653221917224315,0.0,0.0,7,2,3,1,0,0,4,12000.0
24139,28,São Carlos do Pinhal,-23.5656876573688,-46.650788215193096,-23.56047979019953,-46.662409741917145,19/06/2018,1,18:00:00,79,Trianon,-23.56047979019953,-46.662409741917145,18:15:00,900,28,1,4,15,15,0,0,0,32.721625,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.5656876573688,-46.650788215193096,0.0,0.0,1,1,3,1,0,0,3,3391.41
24507,18,Independência,-23.558461924313907,-46.62349468876175,-23.558461924313907,-46.62349468876175,19/10/2018,4,07:00:00,43,Mooca,-23.547821164112666,-46.604645356939145,07:20:00,1200,30,1,4,15,15,0,0,0,433.446555,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.547821164112666,-46.604645356939145,0.0,0.0,5,2,3,2,0,0,4,3044.22
24662,18,Independência,-23.563572851001545,-46.61918833868285,-23.574784241067086,-46.60305267077707,18/03/2018,6,16:00:00,241,Vila Independência,-23.574784241067086,-46.60305267077707,16:10:00,600,40,1,4,15,15,0,0,0,77.090777,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.563572851001545,-46.61918833868285,0.0,0.0,1,1,3,1,1,0,4,2732.58
24677,18,Independência,-23.5651731765652,-46.60594351987661,-23.585554902201643,-46.58924087518368,15/05/2018,1,17:10:00,253,Tamanduateí,-23.585554902201643,-46.58924087518368,17:30:00,1200,48,1,4,15,15,0,0,0,34.457347999999996,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.585554902201643,-46.58924087518368,0.0,0.0,1,2,3,0,0,0,4,2732.58
24784,183,Burgo Paulista,-23.52067676781309,-46.476815634329135,-23.52067676781309,-46.476815634329135,12/06/2018,1,06:55:00,183,Burgo Paulista,-23.519538196794926,-46.47879101596483,07:00:00,300,34,1,4,15,15,0,0,0,486.96794500000004,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.52067676781309,-46.476815634329135,0.0,0.0,1,2,3,1,0,0,5,1976.34
24785,183,Burgo Paulista,-23.519538196794926,-46.47879101596483,-23.52067676781309,-46.476815634329135,12/06/2018,1,12:00:00,183,Burgo Paulista,-23.52067676781309,-46.476815634329135,12:05:00,300,34,1,4,15,15,0,0,0,486.96794500000004,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.52067676781309,-46.476815634329135,0.0,0.0,1,2,3,1,0,0,5,1976.34
24786,183,Burgo Paulista,-23.52067676781309,-46.476815634329135,-23.52067676781309,-46.476815634329135,12/06/2018,1,12:55:00,183,Burgo Paulista,-23.519538196794926,-46.47879101596483,13:00:00,300,34,1,4,15,15,0,0,0,486.96794500000004,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.52067676781309,-46.476815634329135,0.0,0.0,1,2,3,1,0,0,5,1976.34
24787,183,Burgo Paulista,-23.519538196794926,-46.47879101596483,-23.52067676781309,-46.476815634329135,12/06/2018,1,17:00:00,183,Burgo Paulista,-23.52067676781309,-46.476815634329135,17:05:00,300,34,1,4,15,15,0,0,0,486.96794500000004,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.52067676781309,-46.476815634329135,0.0,0.0,1,2,3,1,0,0,5,1976.34
25052,165,Coroa,-23.51278987615629,-46.60837256739964,-23.51278987615629,-46.60837256739964,28/09/2017,3,06:00:00,164,Vila Guilherme,-23.517772485791372,-46.60508390115144,06:10:00,600,42,1,4,15,15,0,0,0,28.649069,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.517772485791372,-46.60508390115144,0.0,0.0,1,1,3,1,0,0,5,1000.0
25053,165,Coroa,-23.51278987615629,-46.60837256739964,-23.51278987615629,-46.60837256739964,28/09/2017,3,12:40:00,164,Vila Guilherme,-23.517772485791372,-46.60508390115144,12:50:00,600,42,1,4,15,15,0,0,0,28.649069,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.517772485791372,-46.60508390115144,0.0,0.0,1,1,3,1,0,0,5,1000.0
25164,36,Marechal Deodoro,-23.5405629256489,-46.656977942684556,-23.55437687402053,-46.65040198893612,18/05/2018,4,18:00:00,25,Treze de Maio,-23.55437687402053,-46.65040198893612,18:15:00,900,53,1,4,15,15,0,0,0,285.151614,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.5405629256489,-46.656977942684556,0.0,0.0,1,2,3,1,0,0,6,3400.0
25166,36,Marechal Deodoro,-23.53254890208089,-46.659913648814864,-23.562365525013828,-46.64899318227647,22/09/2018,5,23:30:00,28,São Carlos do Pinhal,-23.562365525013828,-46.64899318227647,23:55:00,1500,58,1,4,15,15,0,0,0,88.511688,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.53254890208089,-46.659913648814864,0.0,0.0,6,1,3,1,0,0,6,2500.0
25289,36,Marechal Deodoro,-23.53154618994603,-46.65570930350936,-23.53154618994603,-46.65570930350936,4/10/2018,3,08:30:00,6,Santa Ifigênia,-23.53910815086323,-46.643443407484796,08:40:00,600,60,1,4,15,15,0,0,0,649.162379,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.53910815086323,-46.643443407484796,0.0,0.0,1,2,3,1,1,0,3,3391.41
25579,36,Marechal Deodoro,-23.530213363653644,-46.658758062662585,-23.544964932401914,-46.68931671083891,14/10/2017,5,14:00:00,36,Marechal Deodoro,-23.52923347807337,-46.658344236139,14:05:00,300,29,1,4,15,15,0,0,0,34.302996,1,11,0.0,0.0,0.0,0.0,0.0,0.0,-23.530213363653644,-46.658758062662585,0.0,0.0,8,2,4,1,0,0,3,4689.12
25580,36,Marechal Deodoro,-23.52923347807337,-46.658344236139,-23.544964932401914,-46.68931671083891,14/10/2017,5,15:00:00,5,República,-23.544433089747738,-46.646281535955076,15:20:00,1200,29,1,4,15,15,0,0,0,34.302996,11,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.530213363653644,-46.658758062662585,0.0,0.0,8,2,4,1,0,0,3,4689.12
25584,36,Marechal Deodoro,-23.538789498552028,-46.65476177848995,-23.545481081379986,-46.68585595826279,27/10/2017,4,12:00:00,36,Marechal Deodoro,-23.53745905798967,-46.660974289910186,12:10:00,600,34,1,4,15,15,0,0,0,48.563755,3,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.545481081379986,-46.68585595826279,0.0,0.0,7,2,3,1,1,0,1,10540.71
25585,36,Marechal Deodoro,-23.53745905798967,-46.660974289910186,-23.545481081379986,-46.68585595826279,27/10/2017,4,17:00:00,87,Sumaré,-23.545481081379986,-46.68585595826279,17:25:00,1500,34,1,4,15,15,0,0,0,48.563755,10,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.545481081379986,-46.68585595826279,0.0,0.0,7,2,3,1,1,0,1,10540.71
25880,16,Brás,-23.552212606352395,-46.61398483860995,-23.546327008418523,-46.62072054217255,16/04/2018,0,04:40:00,16,Brás,-23.550045622130675,-46.6165639382466,04:45:00,300,39,1,4,15,15,0,0,0,187.409895,10,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.550045622130675,-46.6165639382466,0.0,0.0,2,2,3,1,0,0,4,2588.93
25881,16,Brás,-23.550045622130675,-46.6165639382466,-23.546327008418523,-46.62072054217255,16/04/2018,0,11:00:00,16,Brás,-23.552212606352395,-46.61398483860995,11:05:00,300,39,1,4,15,15,0,0,0,187.409895,3,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.550045622130675,-46.6165639382466,0.0,0.0,2,2,3,1,0,0,4,2588.93
25882,16,Brás,-23.552212606352395,-46.61398483860995,-23.546327008418523,-46.62072054217255,16/04/2018,0,16:00:00,16,Brás,-23.546327008418523,-46.62072054217255,16:10:00,600,39,1,4,15,15,0,0,0,187.409895,10,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.550045622130675,-46.6165639382466,0.0,0.0,2,2,3,1,0,0,4,2588.93
25925,16,Brás,-23.547498251400526,-46.61924604042379,-23.547498251400526,-46.61924604042379,14/05/2018,0,07:00:00,41,Belenzinho,-23.54017757833064,-46.59272061901251,07:30:00,1800,40,1,4,15,15,0,0,0,98.380899,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.54017757833064,-46.59272061901251,0.0,0.0,2,1,3,1,1,0,3,3987.82
25936,16,Brás,-23.549631743701486,-46.61988928179493,-23.549631743701486,-46.61988928179493,20/04/2018,4,07:30:00,42,Celso Garcia,-23.533156184677544,-46.61072584484704,08:00:00,1800,24,1,4,15,15,0,0,0,117.933058,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.533156184677544,-46.61072584484704,0.0,0.0,2,1,3,1,1,0,4,2732.58
26096,16,Brás,-23.551793596074884,-46.61954355180431,-23.564658575185618,-46.48135307551627,20/04/2018,4,18:00:00,220,Santa Marcelina,-23.564658575185618,-46.48135307551627,19:10:00,4200,52,1,4,15,15,0,0,0,267.15331499999996,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.551793596074884,-46.61954355180431,0.0,0.0,7,1,3,1,0,0,4,3044.22
26438,57,Paraíso,-23.569081136751567,-46.650115481417416,-23.564636395620216,-46.64688593484307,10/08/2018,4,13:40:00,55,França Pinto,-23.58520018072033,-46.63730543675163,14:00:00,1200,43,1,4,15,15,0,0,0,256.262226,7,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.58520018072033,-46.63730543675163,0.0,0.0,1,1,3,2,1,0,1,8046.56
26674,57,Paraíso,-23.575159783818016,-46.644029074349945,-23.575159783818016,-46.644029074349945,12/09/2018,2,08:00:00,37,Rudge,-23.525683108127588,-46.65254121023292,08:31:00,1860,37,1,4,15,15,0,0,0,225.43753999999998,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.525683108127588,-46.65254121023292,0.0,0.0,5,1,3,1,2,0,3,3987.82
26772,57,Paraíso,-23.57556121740724,-46.64790394584999,-23.573927409637463,-46.65124392541203,12/09/2018,2,18:00:00,24,Liberdade,-23.56291098827114,-46.6384004904984,18:10:00,600,20,1,4,15,15,0,0,0,38.028011,3,4,0.0,0.0,0.0,0.0,0.0,0.0,-23.57556121740724,-46.64790394584999,0.0,0.0,7,1,1,3,2,0,1,11742.85
26773,57,Paraíso,-23.57556121740724,-46.64790394584999,-23.573927409637463,-46.65124392541203,12/09/2018,2,18:00:00,24,Liberdade,-23.56291098827114,-46.6384004904984,18:10:00,600,21,1,4,15,15,0,0,0,38.028011,3,4,0.0,0.0,0.0,0.0,0.0,0.0,-23.57556121740724,-46.64790394584999,0.0,0.0,7,2,1,3,2,0,1,11742.85
26776,57,Paraíso,-23.57043632300785,-46.65005404333118,-23.579492479619365,-46.65186219985391,11/09/2018,1,12:00:00,62,Parque Ibirapuera,-23.579492479619365,-46.65186219985391,12:10:00,600,50,2,4,15,15,0,0,0,38.995647,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.57043632300785,-46.65005404333118,0.0,0.0,1,2,3,2,2,0,1,9461.63
26777,57,Paraíso,-23.57043632300785,-46.65005404333118,-23.579492479619365,-46.65186219985391,11/09/2018,1,18:00:00,62,Parque Ibirapuera,-23.579492479619365,-46.65186219985391,18:10:00,600,50,2,4,15,15,0,0,0,38.995647,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.57043632300785,-46.65005404333118,0.0,0.0,1,2,3,2,2,0,1,9461.63
26826,57,Paraíso,-23.56824707536346,-46.647871436014725,-23.565236560102996,-46.65499500890298,13/09/2018,3,12:00:00,74,Campinas,-23.565236560102996,-46.65499500890298,12:10:00,600,34,1,4,15,15,0,0,0,142.229365,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.56824707536346,-46.647871436014725,0.0,0.0,1,2,3,2,0,0,3,4689.12
26827,57,Paraíso,-23.56824707536346,-46.647871436014725,-23.565236560102996,-46.65499500890298,13/09/2018,3,17:00:00,74,Campinas,-23.565236560102996,-46.65499500890298,17:10:00,600,34,1,4,15,15,0,0,0,142.229365,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.56824707536346,-46.647871436014725,0.0,0.0,1,2,3,2,0,0,3,4689.12
26895,57,Paraíso,-23.572158001535172,-46.645235898628556,-23.537829181659664,-46.67362334330564,14/10/2018,6,19:00:00,84,PUC,-23.537829181659664,-46.67362334330564,19:30:00,1800,30,2,4,15,15,0,0,0,73.654436,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.572158001535172,-46.645235898628556,0.0,0.0,7,1,3,2,1,0,1,8046.56
27474,136,Casa Verde,-23.507934128237654,-46.650410188372916,-23.461658667791745,-46.57304091459726,1/05/2018,1,19:00:00,156,Jaçanã,-23.461658667791745,-46.57304091459726,19:50:00,3000,35,1,4,15,15,0,0,0,422.95885300000003,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.507934128237654,-46.650410188372916,0.0,0.0,7,1,3,1,1,0,3,6800.0
27562,170,Penha,-23.523896609032132,-46.55059839446494,-23.523896609032132,-46.55059839446494,7/06/2018,3,13:40:00,169,Parque São Jorge,-23.533658102438938,-46.56598214854145,13:55:00,900,17,1,4,15,15,0,0,0,653.114721,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.533658102438938,-46.56598214854145,0.0,0.0,7,2,3,1,0,0,3,13500.0
27761,170,Penha,-23.511498023228388,-46.546017068592725,-23.501266037717862,-46.536007740526806,24/03/2018,5,12:51:00,177,Parque Ecológico do Tietê,-23.50181389610331,-46.53539719464109,13:10:00,1140,40,1,4,15,15,0,0,0,66.23555,4,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.50181389610331,-46.53539719464109,0.0,0.0,2,2,3,2,0,0,6,1678.0
27762,170,Penha,-23.511498023228388,-46.546017068592725,-23.501266037717862,-46.536007740526806,24/03/2018,5,18:26:00,177,Parque Ecológico do Tietê,-23.501266037717862,-46.536007740526806,18:35:00,540,40,1,4,15,15,0,0,0,66.23555,4,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.50181389610331,-46.53539719464109,0.0,0.0,2,2,3,2,0,0,6,1678.0
27763,170,Penha,-23.511498023228388,-46.546017068592725,-23.501266037717862,-46.536007740526806,24/03/2018,5,18:26:00,177,Parque Ecológico do Tietê,-23.501266037717862,-46.536007740526806,18:35:00,540,11,1,4,15,15,0,0,0,51.983406,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,2,0,0,6,1678.0
27999,75,Pamplona,-23.56867598823861,-46.656791704833644,-23.56867598823861,-46.656791704833644,26/09/2018,2,07:00:00,62,Parque Ibirapuera,-23.58176624823944,-46.657122566256575,07:10:00,600,62,1,4,15,15,0,0,0,81.450183,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,4,1,1,0,2,6142.58
28002,75,Pamplona,-23.569384622648684,-46.658083956960475,-23.569384622648684,-46.658083956960475,21/06/2018,3,09:00:00,62,Parque Ibirapuera,-23.582758565999125,-46.66313117789986,09:15:00,900,32,1,4,15,15,0,0,0,81.450183,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.582758565999125,-46.66313117789986,0.0,0.0,7,1,3,1,0,0,2,11000.0
28174,75,Pamplona,-23.56965852295287,-46.65780329311147,-23.56965852295287,-46.65780329311147,2/10/2018,1,14:00:00,62,Parque Ibirapuera,-23.58016395233637,-46.6557993856025,14:15:00,900,16,1,4,15,15,0,0,0,83.049195,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,1,0,1,16236.22
